_id,rsn,year_registered,year_evaluated,year_built,property_type,ward,wardname,site_address,confirmed_storeys,confirmed_units,evaluation_completed_on,score,results_of_score,no_of_areas_evaluated,entrance_lobby,entrance_doors_windows,security,stairwells,laundry_rooms,internal_guards_handrails,garbage_chute_rooms,garbage_bin_storage_area,elevators,storage_areas_lockers,interior_wall_ceiling_floor,interior_lighting_levels,graffiti,exterior_cladding,exterior_grounds,exterior_walkways,balcony_guards,water_pen_ext_bldg_elements,parking_area,other_facilities,grid,latitude,longitude,x,y
2553,4152952,2017,2021,1963,PRIVATE,4,Parkdale-High Park,115 TYNDALL AVE,10,108,2021-10-29,81,Evaluation needs to be conducted in 2 years,19,5,4,5,4,5,3,4,4,4,3,3,4,5,3,4,5,4,4,4,,S0437,43.63707138,-79.42796459,310596.655,4832793.975
2554,4154314,2017,2021,1965,PRIVATE,5,York South-Weston,2623 KEELE ST,3,11,2021-10-29,88,Evaluation needs to be conducted in 3 years,17,4,4,5,4,3,5,,5,,4,5,5,5,3,5,4,5,5,4,,W0523,43.72037788,-79.48023468,306377.076,4842046.653
2555,4154680,2017,2021,1956,PRIVATE,8,Eglinton-Lawrence,161 WILSON AVE,4,56,2021-10-28,85,Evaluation needs to be conducted in 2 years,20,4,4,5,4,4,4,5,5,4,4,4,4,5,4,4,4,4,4,4,5,N0824,43.73992031,-79.42005527,311223.909,4844220.57
2556,4155111,2017,2021,1958,PRIVATE,5,York South-Weston,85 CLEARVIEW HTS,3,35,2021-10-28,64,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,3,,2,,,3,3,5,5,3,3,,3,3,,W0532,43.69277238,-79.48309173,306147.185,4838980.741
2557,4154898,2017,2021,1960,PRIVATE,16,Don Valley East,21 WELSFORD GDNS,15,154,2021-10-28,91,Evaluation needs to be conducted in 3 years,18,5,5,5,5,4,5,4,5,5,,5,5,5,3,5,5,3,4,4,,N1625,43.75251958,-79.31529267,319659.157,4845633.706
2558,4153862,2017,2021,1928,PRIVATE,15,Don Valley West,2867 YONGE ST,3,32,2021-10-28,91,Evaluation needs to be conducted in 3 years,14,5,5,5,3,4,4,,4,,,4,5,5,5,5,5,,5,,,N1526,43.72055353,-79.40083869,312774.064,4842071.748
2559,4153863,2017,2021,1960,PRIVATE,15,Don Valley West,2875 YONGE ST,4,18,2021-10-28,79,Evaluation needs to be conducted in 2 years,17,4,5,5,3,2,2,,4,,2,3,5,5,4,5,4,5,5,,4,N1526,43.7207685,-79.40097412,312763.124,4842095.615
2560,4155553,2017,2021,1950,PRIVATE,3,Etobicoke-Lakeshore,294 LAKE PROMENADE,4,14,2021-10-28,89,Evaluation needs to be conducted in 3 years,17,5,5,5,5,5,5,,4,,4,5,3,5,4,4,5,5,4,3,,W0334,43.58870967,-79.53407605,302032.547,4827420.363
2561,4155770,2017,2021,1960,PRIVATE,3,Etobicoke-Lakeshore,2313 LAKE SHORE BLVD W,10,133,2021-10-28,82,Evaluation needs to be conducted in 2 years,20,5,5,5,4,4,4,5,4,5,4,4,4,5,3,4,3,3,3,3,5,W0336,43.61734141,-79.48657435,305830.931,4830610.135
2562,4155769,2017,2021,1960,PRIVATE,3,Etobicoke-Lakeshore,2323 LAKE SHORE BLVD W,10,133,2021-10-28,79,Evaluation needs to be conducted in 2 years,19,5,5,5,4,4,2,5,4,5,4,4,4,5,3,4,3,3,3,3,,W0336,43.61693568,-79.48667587,305824.401,4830594.748
2563,4153709,2017,2021,1974,PRIVATE,19,Beaches-East York,50 MAIN ST,5,38,2021-10-28,85,Evaluation needs to be conducted in 2 years,19,5,3,4,5,5,5,5,3,5,5,3,5,5,4,3,5,4,4,3,,S1935,43.68022844,-79.2987745,321008.536,4837606.565
2564,4154267,2017,2021,1973,PRIVATE,7,Humber River-Black Creek,4001 STEELES AVE W,18,356,2021-10-28,63,Evaluation needs to be conducted in 1 year,19,3,4,3,3,3,3,3,3,3,,3,2,4,3,3,4,3,4,3,3,W0724,43.77414527,-79.52413448,302841.454,4848021.011
2565,4155556,2017,2021,1960,PRIVATE,3,Etobicoke-Lakeshore,25 VILLA RD,3,34,2021-10-28,92,Evaluation needs to be conducted in 3 years,15,5,5,5,4,5,4,,4,,,5,4,5,5,4,4,,5,5,,W0334,43.59038268,-79.54250088,301352.589,4827605.591
2566,4155442,2017,2021,1962,PRIVATE,1,Etobicoke North,2328 ISLINGTON AVE,7,68,2021-10-28,79,Evaluation needs to be conducted in 2 years,18,4,4,4,4,5,4,,3,4,4,4,5,5,3,4,4,4,3,3,,W0130,43.71721618,-79.55670007,300215.686,4841696.915
2567,4153854,2017,2021,1955,PRIVATE,15,Don Valley West,110 KEEWATIN AVE,4,32,2021-10-28,80,Evaluation needs to be conducted in 2 years,17,4,5,5,3,3,3,,4,,2,4,4,5,4,4,5,5,4,4,,N1526,43.71333042,-79.39639368,313133.471,4841268.797
2568,4155387,2017,2021,1974,PRIVATE,2,Etobicoke Centre,15 EVA RD,18,195,2021-10-28,71,Evaluation needs to be conducted in 2 years,20,5,3,3,2,3,4,2,4,4,2,4,4,4,4,3,4,4,5,3,4,W0233,43.63843716,-79.56201782,299621.964,4833042.587
2569,4155388,2017,2021,1974,PRIVATE,2,Etobicoke Centre,19 EVA RD,14,152,2021-10-28,78,Evaluation needs to be conducted in 2 years,19,4,3,5,4,4,4,2,3,4,4,4,4,5,4,5,5,3,4,3,,W0233,43.637507,-79.56171027,299605.598,4833037.805
2570,4153185,2017,2021,1960,PRIVATE,11,University-Rosedale,375 BRUNSWICK AVE,9,63,2021-10-28,72,Evaluation needs to be conducted in 2 years,17,3,3,5,3,4,3,,4,4,,3,3,5,3,4,4,4,4,2,,S1126,43.66847343,-79.40810154,312195.426,4836284.144
2571,4154561,2017,2021,1954,PRIVATE,8,Eglinton-Lawrence,14 SARANAC BLVD,3,26,2021-10-28,85,Evaluation needs to be conducted in 2 years,15,4,4,5,4,4,4,,4,,,5,5,5,4,4,4,,4,4,,N0823,43.72161676,-79.43325713,310162.173,4842186.251
2572,4154562,2017,2021,1954,PRIVATE,8,Eglinton-Lawrence,10 SARANAC BLVD,4,26,2021-10-28,85,Evaluation needs to be conducted in 2 years,15,4,4,5,4,4,4,,4,,,5,5,5,4,4,4,,4,4,,N0823,43.72126847,-79.43310885,310174.151,4842147.567
2573,4153711,2017,2021,1957,PRIVATE,19,Beaches-East York,600 KINGSTON RD,8,68,2021-10-28,84,Evaluation needs to be conducted in 2 years,19,5,3,3,5,5,3,,5,5,3,4,5,5,5,3,3,5,5,3,5,S1935,43.67881599,-79.29970751,320933.949,4837448.512
2574,4153610,2017,2021,1965,PRIVATE,14,Toronto-Danforth,33 EASTMOUNT AVE,24,200,2021-10-28,84,Evaluation needs to be conducted in 2 years,19,5,4,5,5,3,4,5,5,4,,4,5,5,4,3,4,5,4,4,2,S1424,43.67900366,-79.36128852,315968.758,4837459.273
2575,4153181,2018,2021,1960,PRIVATE,11,University-Rosedale,22 WALMER RD,8,71,2021-10-28,77,Evaluation needs to be conducted in 2 years,18,4,3,3,4,3,4,,5,4,4,4,4,5,3,4,4,4,4,3,,S1126,43.6676622,-79.4064427,312329.296,4836194.168
2576,4154926,2017,2021,1964,PRIVATE,16,Don Valley East,1216 YORK MILLS RD,8,65,2021-10-28,86,Evaluation needs to be conducted in 3 years,19,5,4,5,4,4,5,4,4,4,4,4,5,5,4,4,4,5,4,4,,N1622,43.76017798,-79.33256408,318266.564,4846481.585
2577,4154310,2017,2021,1958,PRIVATE,5,York South-Weston,2567 KEELE ST,4,26,2021-10-28,88,Evaluation needs to be conducted in 3 years,16,4,4,5,5,4,5,,5,,,4,5,5,3,5,4,2,5,5,,W0523,43.71738528,-79.4796573,306423.676,4841714.21
2578,4154338,2018,2021,1977,PRIVATE,5,York South-Weston,2500 KEELE ST,12,95,2021-10-28,78,Evaluation needs to be conducted in 2 years,19,4,4,5,4,3,4,3,4,5,4,3,4,5,4,3,5,2,5,3,,W0526,43.71311145,-79.4796418,306425.038,4841239.414
2579,4154351,2017,2021,1950,PRIVATE,5,York South-Weston,2428 KEELE ST,3,10,2021-10-28,83,Evaluation needs to be conducted in 2 years,15,4,4,5,4,2,4,,4,,,4,3,5,5,5,5,,5,3,,W0526,43.71062728,-79.47886349,306486.658,4840982.713
2580,4154285,2017,2021,1965,PRIVATE,5,York South-Weston,45 GULLIVER RD,5,43,2021-10-28,80,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,4,,5,4,4,3,4,5,3,4,4,3,4,4,,W0529,43.69832272,-79.47855165,306513.29,4839596.471
2581,4154675,2017,2021,1957,PRIVATE,8,Eglinton-Lawrence,222 WILSON AVE,3,11,2021-10-28,75,Evaluation needs to be conducted in 2 years,17,3,3,5,4,3,4,,4,,4,4,4,5,3,3,4,4,4,3,,N0821,43.73921318,-79.42608432,310738.359,4844141.595
2582,4156414,2017,2021,1983,SOCIAL HOUSING,6,York Centre,623 FINCH AVE W,12,141,2021-10-27,77,Evaluation needs to be conducted in 2 years,18,4,4,5,4,3,4,3,4,4,,3,4,5,3,4,4,3,4,4,,N0624,43.77091689,-79.45390216,308484.808,4847722.837
2583,4156200,2017,2021,1987,SOCIAL HOUSING,6,York Centre,625 FINCH AVE W,14,123,2021-10-27,76,Evaluation needs to be conducted in 2 years,18,4,4,5,3,4,4,3,4,4,,3,3,5,3,4,4,3,4,4,,N0624,,,308349.302,4847683.871
2584,4154648,2017,2021,1963,PRIVATE,6,York Centre,4866 BATHURST ST,10,81,2021-10-27,83,Evaluation needs to be conducted in 2 years,18,5,4,5,4,4,4,3,4,4,,4,4,5,4,4,4,5,4,4,,N0624,43.77160152,-79.4431816,309358.789,4847738.71
2585,4156621,2017,2021,1962,PRIVATE,6,York Centre,4900 BATHURST ST,6,60,2021-10-27,84,Evaluation needs to be conducted in 2 years,19,5,4,5,3,4,4,4,4,4,4,4,5,5,4,4,4,5,4,4,,N0624,43.77230934,-79.44307224,309367.539,4847817.353
2586,4153337,2017,2021,1992,SOCIAL HOUSING,12,Toronto-St. Paul's,1060 DAVENPORT RD,4,10,2021-10-27,71,Evaluation needs to be conducted in 2 years,16,3,3,5,3,3,4,,4,,4,3,3,5,4,3,3,4,3,,,S1234,43.67487622,-79.42909394,310501.638,4836994.79
2587,4154256,2017,2021,1963,PRIVATE,7,Humber River-Black Creek,3355 WESTON RD,4,57,2021-10-27,80,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,5,3,4,3,4,4,4,5,4,4,4,4,4,4,,W0728,43.74449815,-79.54011639,301553.519,4844726.934
2588,4154076,2017,2021,1969,PRIVATE,19,Beaches-East York,90 EASTDALE AVE,24,383,2021-10-27,84,Evaluation needs to be conducted in 2 years,19,5,3,5,4,5,3,5,5,5,5,5,5,3,4,3,3,4,4,4,,S1930,43.69461104,-79.30125029,320805.368,4839202.978
2589,4153721,2017,2021,1971,PRIVATE,19,Beaches-East York,700 KINGSTON RD,7,38,2021-10-27,84,Evaluation needs to be conducted in 2 years,18,5,3,5,5,5,3,,5,5,5,3,5,5,3,4,4,5,3,3,,S1936,43.67942764,-79.29668604,321177.143,4837518.012
2590,4155763,2017,2021,1966,PRIVATE,3,Etobicoke-Lakeshore,8 SAND BEACH RD,3,24,2021-10-27,73,Evaluation needs to be conducted in 2 years,16,3,4,5,4,2,5,,4,,2,3,4,5,3,4,4,,3,3,,W0335,43.60175048,-79.49734962,304998.293,4828867.665
2591,4263113,2017,2021,1970,PRIVATE,17,Don Valley North,642 SHEPPARD AVE E,19,126,2021-10-27,81,Evaluation needs to be conducted in 2 years,20,4,4,4,2,4,4,4,4,5,4,4,4,5,4,4,5,4,4,4,4,N1725,43.76917685,-79.3827164,314226.606,4847475.368
2592,4154023,2017,2021,1929,PRIVATE,8,Eglinton-Lawrence,2914 YONGE ST,5,46,2021-10-27,87,Evaluation needs to be conducted in 3 years,17,5,4,5,5,4,5,4,3,5,,4,5,5,4,4,4,,4,4,,N0829,43.72218036,-79.40195722,312683.992,4842251.409
2593,4154022,2017,2021,1929,PRIVATE,8,Eglinton-Lawrence,2932 YONGE ST,5,46,2021-10-27,88,Evaluation needs to be conducted in 3 years,17,4,4,5,4,4,5,5,4,5,,4,5,5,4,4,4,,4,5,,N0829,43.72262171,-79.40213532,312669.586,4842300.422
2594,4154266,2017,2021,1974,PRIVATE,7,Humber River-Black Creek,320 NISKA RD,13,169,2021-10-27,65,Evaluation needs to be conducted in 1 year,19,3,4,3,3,3,3,3,3,3,3,3,3,5,3,3,3,4,4,3,,W0725,43.76573844,-79.51095348,303902.707,4847085.858
2595,4154200,2017,2021,1954,PRIVATE,15,Don Valley West,898 EGLINTON AVE E,3,21,2021-10-27,74,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,4,,3,,4,4,3,3,4,4,3,,4,3,,N1529,43.71434289,-79.36263358,315853.739,4841385.163
2596,4154199,2017,2021,1958,PRIVATE,15,Don Valley West,904 EGLINTON AVE E,4,22,2021-10-27,69,Evaluation needs to be conducted in 2 years,16,3,4,4,3,3,3,,3,,4,2,4,5,4,3,4,,3,3,,N1529,43.71442413,-79.36220645,315887.881,4841395.201
2597,4156711,2017,2021,2013,PRIVATE,10,Spadina-Fort York,100 LOWER OSSINGTON AVE,8,179,2021-10-27,89,Evaluation needs to be conducted in 3 years,19,4,4,5,4,4,5,5,4,4,5,5,4,5,5,4,4,5,5,4,,S1027,43.64382097,-79.41894522,311312.897,4833534.316
2598,4154021,2017,2021,1929,PRIVATE,8,Eglinton-Lawrence,1 CHERITAN AVE,4,64,2021-10-27,91,Evaluation needs to be conducted in 3 years,17,4,4,5,4,5,5,5,4,5,,4,5,5,4,5,5,,4,4,,N0829,43.72289263,-79.40209523,312672.781,4842330.522
2599,4152857,2017,2021,1971,PRIVATE,22,Scarborough-Agincourt,2360 BIRCHMOUNT RD,13,186,2021-10-27,75,Evaluation needs to be conducted in 2 years,19,4,4,4,3,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,,E2226,43.78293933,-79.29957063,320917.149,4849016.171
2600,4155452,2017,2021,1978,PRIVATE,1,Etobicoke North,2677 KIPLING AVE,23,227,2021-10-27,68,Evaluation needs to be conducted in 2 years,18,4,3,2,4,4,4,3,3,3,,3,4,5,3,3,3,3,4,3,,W0124,43.74909951,-79.58406432,298014.133,4845241.764
2601,4155454,2018,2021,1976,PRIVATE,1,Etobicoke North,2757 KIPLING AVE,19,343,2021-10-27,79,Evaluation needs to be conducted in 2 years,18,4,3,5,4,4,4,4,4,4,,4,4,5,4,4,4,4,5,1,,W0124,43.75443623,-79.58710431,297770.21,4845833.956
2602,4155455,2017,2021,1978,PRIVATE,1,Etobicoke North,2777 KIPLING AVE,18,325,2021-10-27,73,Evaluation needs to be conducted in 2 years,18,4,3,5,3,4,4,3,4,3,,4,4,5,3,3,4,3,3,4,,W0124,43.75606339,-79.5872449,297759.089,4846014.737
2603,4154673,2017,2021,1959,PRIVATE,8,Eglinton-Lawrence,12 BIDEFORD AVE,4,56,2021-10-27,84,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,4,5,5,4,4,4,4,5,4,4,4,,4,4,,N0821,43.74042034,-79.42371553,310929.031,4844275.855
2604,4154963,2017,2021,1960,PRIVATE,12,Toronto-St. Paul's,40 RAGLAN AVE,7,61,2021-10-27,79,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,,4,4,4,3,4,5,4,4,4,4,4,3,,S1229,43.6842032,-79.42039221,311202.622,4838030.657
2605,4154981,2017,2021,1963,PRIVATE,12,Toronto-St. Paul's,120 RAGLAN AVE,9,175,2021-10-27,87,Evaluation needs to be conducted in 3 years,18,5,5,5,4,5,5,4,4,4,,4,4,5,3,4,4,5,4,4,,S1229,43.6866665,-79.42135903,311124.424,4838304.266
2606,4153808,2017,2021,1959,PRIVATE,15,Don Valley West,57 RAWLINSON AVE,4,36,2021-10-27,94,Evaluation needs to be conducted in 3 years,17,5,5,5,5,5,5,,5,,4,4,5,5,4,5,5,4,4,5,,N1537,43.70967157,-79.38770503,313834.207,4840863.223
2607,4154299,2018,2021,1970,PRIVATE,5,York South-Weston,1577 LAWRENCE AVE W,15,350,2021-10-27,74,Evaluation needs to be conducted in 2 years,20,4,4,5,3,4,3,3,3,4,3,3,4,5,4,4,3,4,4,3,4,W0529,43.70541807,-79.48947211,305632.974,4840384.601
2608,4155395,2018,2021,1969,PRIVATE,2,Etobicoke Centre,500 THE WEST MALL,5,24,2021-10-27,75,Evaluation needs to be conducted in 2 years,17,4,4,5,3,3,4,,4,2,,3,4,5,4,4,4,5,4,2,,W0231,43.64890631,-79.56887921,299225.155,4834139.812
2609,4153347,2019,2021,1989,PRIVATE,12,Toronto-St. Paul's,607 ST CLAIR AVE W,3,14,2021-10-27,89,Evaluation needs to be conducted in 3 years,15,4,4,5,4,4,5,,5,,,4,4,5,4,4,5,,5,,5,S1235,,,311004.615,4837770.886
2610,4153351,2017,2021,1921,PRIVATE,12,Toronto-St. Paul's,781 ST CLAIR AVE W,3,16,2021-10-27,89,Evaluation needs to be conducted in 3 years,14,5,4,5,4,4,4,,4,,,5,4,5,5,5,4,,4,,,S1234,43.68068013,-79.42923168,310490.25,4837638.626
2611,4155372,2017,2021,1966,PRIVATE,2,Etobicoke Centre,350 THE EAST MALL,8,77,2021-10-27,85,Evaluation needs to be conducted in 2 years,17,5,5,5,3,4,4,,4,4,,4,3,5,4,5,4,5,4,4,,W0234,43.64093753,-79.55812954,300094.471,4833222.672
2612,4155400,2018,2021,1972,PRIVATE,2,Etobicoke Centre,580 THE EAST MALL,16,122,2021-10-27,85,Evaluation needs to be conducted in 2 years,19,5,5,5,4,5,4,4,3,4,3,5,4,5,5,4,3,5,5,3,,W0232,43.65370023,-79.56437187,299591.993,4834640.898
2613,4153400,2017,2021,1992,TCHC,10,Spadina-Fort York,190 JOHN ST,4,26,2021-10-27,69,Evaluation needs to be conducted in 2 years,18,3,3,5,4,4,4,3,3,4,,3,3,4,3,3,3,4,3,3,,S1024,43.65096189,-79.39187826,313506.048,4834341.234
2614,4153872,2017,2021,1952,PRIVATE,15,Don Valley West,6 GLEN ECHO RD,4,30,2021-10-27,79,Evaluation needs to be conducted in 2 years,15,2,4,5,3,4,3,,4,,,3,3,5,4,5,4,,5,5,,N1525,43.73408814,-79.40384202,312530.603,4843574.098
2615,4154204,2017,2021,1954,PRIVATE,15,Don Valley West,888 EGLINTON AVE E,3,18,2021-10-26,71,Evaluation needs to be conducted in 2 years,16,3,4,4,4,3,3,,4,,,3,4,5,3,3,4,3,3,4,,N1529,43.71395412,-79.3644653,315706.209,4841341.723
2616,4154202,2017,2021,1954,PRIVATE,15,Don Valley West,894 EGLINTON AVE E,4,44,2021-10-26,81,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,,4,,4,4,4,5,4,4,4,4,4,4,,N1529,43.71415005,-79.36344344,315788.515,4841363.628
2617,4152902,2017,2021,1938,PRIVATE,4,Parkdale-High Park,2553 BLOOR ST W,3,22,2021-10-26,84,Evaluation needs to be conducted in 2 years,17,4,4,4,4,5,3,4,5,,4,4,4,5,4,5,5,,4,3,,S0430,43.64754694,-79.49043035,305556.356,4833955.443
2618,4154941,2017,2021,1937,PRIVATE,12,Toronto-St. Paul's,5 CLAXTON BLVD,3,18,2021-10-26,76,Evaluation needs to be conducted in 2 years,15,4,4,5,4,3,3,,3,,3,4,4,5,4,3,3,,5,,,S1229,43.68711074,-79.420639,311182.429,4838353.676
2619,4155677,2017,2021,1965,PRIVATE,6,York Centre,39 BROOKWELL DR,4,57,2021-10-26,71,Evaluation needs to be conducted in 2 years,18,3,4,5,3,3,3,3,4,4,,4,4,5,3,3,3,3,4,3,,N0625,43.74383408,-79.49453412,305224.811,4844652.324
2620,4156484,2017,2021,1965,PRIVATE,6,York Centre,35 BROOKWELL DR,4,76,2021-10-26,70,Evaluation needs to be conducted in 2 years,18,3,4,4,3,3,3,4,4,4,,4,4,4,3,3,3,3,4,3,,N0625,43.74341215,-79.49453969,305224.364,4844605.449
2621,4155825,2017,2021,1971,PRIVATE,2,Etobicoke Centre,24 EVA RD,19,142,2021-10-26,78,Evaluation needs to be conducted in 2 years,19,4,4,5,3,3,4,4,4,4,4,3,4,5,4,4,4,3,4,4,,W0233,43.64002365,-79.56392332,299569.181,4833075.089
2622,4154144,2017,2021,1975,SOCIAL HOUSING,15,Don Valley West,23 THORNCLIFFE PARK DR,6,77,2021-10-26,73,Evaluation needs to be conducted in 2 years,18,4,5,5,4,4,4,3,2,3,,3,3,5,4,4,3,4,4,2,,N1533,43.70314973,-79.34746238,317078.572,4840143.732
2623,4153399,2017,2021,1982,PRIVATE,10,Spadina-Fort York,20 ST PATRICK ST,15,256,2021-10-26,78,Evaluation needs to be conducted in 2 years,18,4,4,3,4,4,4,3,4,4,,4,4,5,4,4,4,4,4,3,,S1024,43.65097214,-79.38936174,313709.312,4834341.702
2624,4156549,2017,2021,1965,PRIVATE,12,Toronto-St. Paul's,88 REDPATH AVE,16,186,2021-10-26,82,Evaluation needs to be conducted in 2 years,19,5,5,5,3,4,2,4,4,5,,3,3,5,4,4,4,5,4,4,5,S1228,43.70628251,-79.39256972,313442.376,4840487.143
2625,4153140,2017,2021,1970,PRIVATE,10,Spadina-Fort York,798 RICHMOND ST W,13,525,2021-10-26,73,Evaluation needs to be conducted in 2 years,18,4,4,5,3,3,4,3,3,3,,3,3,4,4,3,4,,4,4,5,S1028,43.6451383,-79.4098141,312060.214,4833691.505
2626,4257267,2017,2021,1969,PRIVATE,12,Toronto-St. Paul's,95 REDPATH AVE,14,93,2021-10-26,78,Evaluation needs to be conducted in 2 years,19,5,4,4,3,3,3,4,5,4,3,3,4,5,4,4,4,4,4,4,,S1228,43.70694087,-79.39203967,313485.001,4840560.34
2627,4154030,2017,2021,1957,PRIVATE,8,Eglinton-Lawrence,45 LORINDALE AVE,3,25,2021-10-26,83,Evaluation needs to be conducted in 2 years,15,5,5,5,3,4,4,,3,,,4,5,5,4,5,4,,3,3,,N0825,43.72624221,-79.40385102,312530.889,4842702.475
2628,4154029,2017,2021,1957,PRIVATE,8,Eglinton-Lawrence,41 LORINDALE AVE,3,26,2021-10-26,85,Evaluation needs to be conducted in 2 years,15,5,5,5,3,4,4,,4,,,4,5,5,4,5,5,,3,3,,N0825,43.72606683,-79.40363292,312548.482,4842683.012
2629,4153894,2017,2021,1970,PRIVATE,12,Toronto-St. Paul's,345 LONSDALE RD,6,55,2021-10-26,77,Evaluation needs to be conducted in 2 years,19,4,4,5,4,3,3,4,4,4,4,3,3,5,4,4,4,4,4,3,,S1230,43.68816703,-79.41412651,311707.357,4838471.552
2630,4155684,2017,2021,1964,PRIVATE,6,York Centre,34 BROOKWELL DR,4,44,2021-10-26,67,Evaluation needs to be conducted in 2 years,17,3,4,5,3,3,3,,3,4,,3,4,4,3,3,3,3,3,3,,N0625,43.74470073,-79.49456286,305222.492,4844748.606
2631,4156512,2017,2021,1964,PRIVATE,6,York Centre,32 BROOKWELL DR,4,38,2021-10-26,67,Evaluation needs to be conducted in 2 years,17,3,4,5,3,3,3,,3,4,,3,4,4,3,3,3,3,4,2,,N0625,43.74457213,-79.49398087,305269.367,4844734.321
2632,4154704,2017,2021,1958,PRIVATE,18,Willowdale,11 CHURCHILL AVE,3,17,2021-10-26,80,Evaluation needs to be conducted in 2 years,15,4,4,4,4,4,4,,4,,,3,4,5,4,4,4,,4,4,,N1824,43.77341659,-79.41482103,311641.756,4847942.3
2633,4154501,2019,2021,1957,PRIVATE,8,Eglinton-Lawrence,91 NEPTUNE DR,3,12,2021-10-26,76,Evaluation needs to be conducted in 2 years,16,4,4,5,3,4,4,,3,,,4,4,5,4,3,4,4,2,4,,N0823,43.73173276,-79.43816668,309765.496,4843310.737
2634,4154669,2017,2021,1955,PRIVATE,8,Eglinton-Lawrence,199 WILSON AVE,4,46,2021-10-26,81,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,4,4,,5,4,3,5,4,4,4,4,4,4,,N0824,43.73905274,-79.42432803,310879.837,4844123.886
2635,4154670,2017,2021,1982,TCHC,8,Eglinton-Lawrence,193 WILSON AVE,5,125,2021-10-26,87,Evaluation needs to be conducted in 3 years,19,4,4,5,4,5,4,4,4,5,,4,4,5,4,5,5,4,4,5,4,N0824,43.73928898,-79.42267238,311012.907,4844151.197
2636,4154255,2017,2021,1963,PRIVATE,7,Humber River-Black Creek,3345 WESTON RD,4,57,2021-10-26,82,Evaluation needs to be conducted in 2 years,19,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,,W0728,43.74382563,-79.53997148,301565.156,4844652.213
2637,4153895,2017,2021,1931,PRIVATE,12,Toronto-St. Paul's,404 SPADINA RD,4,31,2021-10-26,75,Evaluation needs to be conducted in 2 years,16,4,3,5,4,3,3,,4,4,4,4,4,5,3,3,3,,4,,,S1230,43.6882315,-79.41297316,311800.342,4838478.817
2638,4153690,2018,2021,1950,PRIVATE,19,Beaches-East York,501 KINGSTON RD,7,75,2021-10-26,78,Evaluation needs to be conducted in 2 years,18,5,3,5,5,4,5,,3,5,5,3,3,5,3,3,3,3,4,3,,S1938,,,320697.34,4837263.304
2639,4153689,2017,2021,1958,PRIVATE,19,Beaches-East York,485 KINGSTON RD,9,115,2021-10-26,85,Evaluation needs to be conducted in 2 years,19,5,3,5,5,5,3,5,5,5,5,4,5,5,3,5,3,3,4,3,,S1938,43.67700578,-79.30308839,320661.829,4837246.744
2640,4153945,2017,2021,1950,PRIVATE,12,Toronto-St. Paul's,725 EGLINTON AVE W,3,31,2021-10-26,78,Evaluation needs to be conducted in 2 years,17,4,4,5,4,3,3,,4,,3,4,4,5,4,4,4,3,4,4,,S1225,43.70145217,-79.42220904,311054.429,4839946.865
2641,4154931,2017,2021,1956,PRIVATE,12,Toronto-St. Paul's,21 TICHESTER RD,12,117,2021-10-26,74,Evaluation needs to be conducted in 2 years,19,3,4,5,4,3,3,3,4,4,3,3,4,5,3,3,4,4,4,4,,S1230,43.68567522,-79.41692941,311481.385,4838195.429
2642,4154717,2017,2021,1970,PRIVATE,18,Willowdale,5754 YONGE ST,12,118,2021-10-26,82,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,,N1822,43.78330437,-79.41696108,311468.369,4849040.654
2643,4154957,2017,2021,1947,PRIVATE,12,Toronto-St. Paul's,113 VAUGHAN RD,3,12,2021-10-26,68,Evaluation needs to be conducted in 2 years,13,4,4,4,3,,3,,4,,,3,3,3,3,3,4,,3,,,S1229,43.68438111,-79.42109521,311145.925,4838050.37
2644,4153870,2017,2021,1959,PRIVATE,15,Don Valley West,56 RANLEIGH AVE,4,74,2021-10-25,91,Evaluation needs to be conducted in 3 years,18,5,5,5,4,4,5,,5,5,4,4,5,5,3,5,5,4,4,5,,N1525,43.72825189,-79.4012253,312742.165,4842925.987
2645,4154490,2017,2021,1962,PRIVATE,8,Eglinton-Lawrence,437 GLEN PARK AVE,4,43,2021-10-25,88,Evaluation needs to be conducted in 3 years,16,4,4,5,5,5,5,,3,,,4,5,5,4,4,5,4,4,4,,N0826,43.70751377,-79.45527605,308388.845,4840618.272
2646,4154491,2017,2021,1962,PRIVATE,8,Eglinton-Lawrence,435 GLEN PARK AVE,4,42,2021-10-25,79,Evaluation needs to be conducted in 2 years,17,4,4,5,4,3,4,,3,3,,4,4,5,3,5,4,4,4,4,,N0826,43.70770572,-79.45442917,308457.083,4840639.629
2647,4153353,2017,2021,1956,PRIVATE,12,Toronto-St. Paul's,55 HENDRICK AVE,3,29,2021-10-25,78,Evaluation needs to be conducted in 2 years,16,4,4,5,3,4,3,,4,,4,4,4,5,4,4,4,,3,3,,S1234,43.67980755,-79.43059834,310379.871,4837542.546
